Komentar,label_index,predicted_label
"""Lagu lu ga ada yang laku ya mel??""",0.0,non_cyberbullying
"""Lututnya masih hitam gosok maning biar tambah cling dan cantik""",0.0,non_cyberbullying
"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""",0.0,non_cyberbullying
"""Tambah cantik aja rosa meldianti""",0.0,non_cyberbullying
"""Jadi diri sendiri, jangan jadi ular apalagi dugong""",0.0,non_cyberbullying
"""Saya kok suka ya sama mereka harmonis""",0.0,non_cyberbullying
"""Cantik banget kalau pakai baju kayak gitu""",0.0,non_cyberbullying
"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""",0.0,non_cyberbullying
"""Cowoknya ga ada cakep cakepnya""",0.0,non_cyberbullying
"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""",0.0,non_cyberbullying
"""Dari sekian banyak foto yang diposting, ini yang paling cantik""",0.0,non_cyberbullying
"""Artis abal-abal.. Muka putih tangan hitam… ager2 ATM nya udah isi berapa sekarang""",0.0,non_cyberbullying
"""Itu muka kayak penuh tekanan banget""",0.0,non_cyberbullying
"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""",0.0,non_cyberbullying
"""Masyaallah cantik terlihat sopan dan anggun""",0.0,non_cyberbullying
"""Kang ojek kali belang tangannya""",0.0,non_cyberbullying
"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""",0.0,non_cyberbullying
"""Dia memutuskan menjadi tumbal apartment""",0.0,non_cyberbullying
"""makin cantik mel, semangat dietnyaa""",0.0,non_cyberbullying
"""Itu tangan apa paha haha….""",0.0,non_cyberbullying
"""Mel disini kamu keliatan cakep""",0.0,non_cyberbullying
"""Mukanya kayak lagi ngeden pas boker""",0.0,non_cyberbullying
"""Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak… hahhaaa.. mimpi ketinggian..""",0.0,non_cyberbullying
"""salfok sama kaki, tapi cantik banget asli""",0.0,non_cyberbullying
"""@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut…""",0.0,non_cyberbullying
"""atas bawah hitam putih, kek kopi luwak""",0.0,non_cyberbullying
"""Palsu badane diedit semua tu, aslinya dimana2 lemak""",0.0,non_cyberbullying
"""Udah dapat kontrak dari skincare ttp aja buluk mel""",0.0,non_cyberbullying
"""heran sama netizen klo gk suka jangan diliat aja""",0.0,non_cyberbullying
"""sukses selalu yah ka @rosameldianti_ semangat""",0.0,non_cyberbullying
"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""",0.0,non_cyberbullying
"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""",0.0,non_cyberbullying
"""Berkarya teros meldi walo ga ada yg nuntun kamu.""",0.0,non_cyberbullying
"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""",,Unknown class
"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""",0.0,non_cyberbullying
"""Astaga… Ratu edit muka.. Sumpah seren kayak film setan2 gitu…..""",0.0,non_cyberbullying
"""Matanya kayak katarak anjir AHAHAH""",0.0,non_cyberbullying
"""Caption aja COPAS! Cantumin credit dong, dasar iblis""",0.0,non_cyberbullying
"""Unfoll aja daripada kalian dosa ngebully2 terus..""",0.0,non_cyberbullying
"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""",0.0,non_cyberbullying
"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""",0.0,non_cyberbullying
"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""",0.0,non_cyberbullying
"""Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan""",0.0,non_cyberbullying
"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat… Mubadzir banget deh hidup lo… Napa gak bunuh diri aja?""",0.0,non_cyberbullying
"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""",0.0,non_cyberbullying
"""Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya""",0.0,non_cyberbullying
"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""",0.0,non_cyberbullying
"""Lupa di edit ya tu muka melar""",0.0,non_cyberbullying
"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""",,Unknown class
"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""",0.0,non_cyberbullying
"""Hiiihhh jiik lihat nih orang… auranya buruk bgt gak ada manis manisnya""",0.0,non_cyberbullying
"""Semangat untuk belajar ya… saya uga gak bisa bahasa inggris""",,Unknown class
"""Yang penting ada niat.. dan keberanian""",0.0,non_cyberbullying
"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""",0.0,non_cyberbullying
"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""",0.0,non_cyberbullying
"""Setidaknya dia ngaku. bukan belagak pintar""",0.0,non_cyberbullying
"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""",0.0,non_cyberbullying
"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""",0.0,non_cyberbullying
"""Happy birthday Mel sehat dan Sukses yah, Aamiin""",0.0,non_cyberbullying
"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""",,Unknown class
"""Ya ampun ketiak dan lemaknya editan parah wkwk""",0.0,non_cyberbullying
"""Ketiaknya habis di amplas mel, alus banget""",0.0,non_cyberbullying
"""Udah diedit gitu, ketiak lu tetap hitam""",0.0,non_cyberbullying
"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""",0.0,non_cyberbullying
"""Mukanya kuning banget kaya kunyit""",0.0,non_cyberbullying
"""Selamat ulang tahun meldi sukses dan sehat terus ya….""",0.0,non_cyberbullying
"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""",0.0,non_cyberbullying
"""HBD meldi… Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""",0.0,non_cyberbullying
"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""",0.0,non_cyberbullying
"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""",0.0,non_cyberbullying
"""Hbd cantik semoga kedepannya tambah sukses""",0.0,non_cyberbullying
"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""",0.0,non_cyberbullying
"""berdiri di kaki sendiri lebih baik""",0.0,non_cyberbullying
"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""",0.0,non_cyberbullying
"""Sumpah demi apapun.. Lengan nya gede banget""",0.0,non_cyberbullying
"""Selamat ulang tahun panjang umur sampai ketemu dajjal""",0.0,non_cyberbullying
"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""",0.0,non_cyberbullying
"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""",0.0,non_cyberbullying
"""Gak ada bagus2nya suara dan polanya….""",0.0,non_cyberbullying
"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""",0.0,non_cyberbullying
"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""",0.0,non_cyberbullying
"""Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok""",0.0,non_cyberbullying
"""Aduh dugong masih aja gila filter….""",0.0,non_cyberbullying
"""Sekarang bukan muka aja yang didempul, tapi ketiak juga""",0.0,non_cyberbullying
"""Kasian kebelet artis tapi gak punya bakat""",0.0,non_cyberbullying
"""Yang merasa peliharaannya lepas, tolong diangkut""",0.0,non_cyberbullying
"""Miris banget… ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""",0.0,non_cyberbullying
"""Mudah mudahan lu jadi gembel. Amin ya Allah""",0.0,non_cyberbullying
"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet""",0.0,non_cyberbullying
"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""",0.0,non_cyberbullying
"""Gua berharap lu aja si yg sakit bukan laura lol""",0.0,non_cyberbullying
"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""",0.0,non_cyberbullying
"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""",0.0,non_cyberbullying
"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""",0.0,non_cyberbullying
"""Si gaga kok kek anjing""",0.0,non_cyberbullying
"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""",0.0,non_cyberbullying
"""Gak ada cantiknya. Gila yang ada""",0.0,non_cyberbullying
"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""",0.0,non_cyberbullying
"""Tetap semangat…. sebaik apapun kamu akan dalah Dimata pembenci…..""",0.0,non_cyberbullying
"""Asli gak ada bebet bobo ni anak. kasihan sekali.""",0.0,non_cyberbullying
"""kumat… lama semedinya segini keluarnya""",0.0,non_cyberbullying
"""Tangannya hitam… beda ama muka""",0.0,non_cyberbullying
"""Kok meldi di foto aku gendut beda""",0.0,non_cyberbullying
"""Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??""",0.0,non_cyberbullying
"""Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..""",0.0,non_cyberbullying
"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""",0.0,non_cyberbullying
"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""",0.0,non_cyberbullying
"""Lo kira lo bagus tuh begitu anjing wkwkw""",0.0,non_cyberbullying
"""Di maafin aaa… semoga dia jera untuk kedepannya…""",0.0,non_cyberbullying
"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""",0.0,non_cyberbullying
"""Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya""",0.0,non_cyberbullying
"""Okay bro kalem aja, tetap semangat dan jangan putus asa""",0.0,non_cyberbullying
"""Lu Mati ajalah . Udah biar gak bikin ribet""",0.0,non_cyberbullying
"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""",0.0,non_cyberbullying
"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""",0.0,non_cyberbullying
"""youtuber toxic, tutup akunmu sekalian tutup usia""",0.0,non_cyberbullying
"""Pada ribet kayak udah pada benar aja lu semua""",0.0,non_cyberbullying
"""Jangan ada hitam diatas putih. Langsung proses""",0.0,non_cyberbullying
"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""",0.0,non_cyberbullying
"""Manusia apa hewan sih kok gak punya hati banget""",0.0,non_cyberbullying
"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""",0.0,non_cyberbullying
"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""",0.0,non_cyberbullying
"""Anjing memang anak gak tau diri. ibunya sampai nangis2""",0.0,non_cyberbullying
"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""",0.0,non_cyberbullying
"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""",0.0,non_cyberbullying
"""ANJING SINI LO BAKU HANTAM AYO""",0.0,non_cyberbullying
"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""",0.0,non_cyberbullying
"""Jangan patah semngat kak sukses terus""",0.0,non_cyberbullying
"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""",0.0,non_cyberbullying
"""Sumpah sekarang aku respect banget sama kamu""",0.0,non_cyberbullying
"""Menurutku pribadi, dia tulus minta maafnya….""",0.0,non_cyberbullying
"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""",0.0,non_cyberbullying
"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""",0.0,non_cyberbullying
"""Hapus ajh ni poto ngk tau malu bgt lu bang""",0.0,non_cyberbullying
"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""",0.0,non_cyberbullying
"""Di foto ini ada 2 anjing dan 1 kontol""",0.0,non_cyberbullying
"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""",0.0,non_cyberbullying
"""Puny cewk baik di selingkuhin g ngotak""",0.0,non_cyberbullying
"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""",0.0,non_cyberbullying
"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""",0.0,non_cyberbullying
"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""",0.0,non_cyberbullying
"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""",0.0,non_cyberbullying
"""Ini anjing Kok mirip ya sama Erick""",0.0,non_cyberbullying
"""Muka Pas""an sok sok an mau sm lonte lo anjing""",0.0,non_cyberbullying
"""Lu sama anjingnya, lebih baik anjingnya""",0.0,non_cyberbullying
"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""",0.0,non_cyberbullying
"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""",0.0,non_cyberbullying
"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""",0.0,non_cyberbullying
"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""",0.0,non_cyberbullying
"""cewe cakep, setia kok disia sia in sahabat""",0.0,non_cyberbullying
"""loh kok ak liatnya anjing semua yaa""",0.0,non_cyberbullying
"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""",0.0,non_cyberbullying
"""Mantan Anjing, eh kebalik anjing mantan""",0.0,non_cyberbullying
"""Bikin skandal karena kepengen tenar?""",0.0,non_cyberbullying
"""Wiii anjay kapan lagi liat babi megang 2 anjing""",0.0,non_cyberbullying
"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""",0.0,non_cyberbullying
"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""",0.0,non_cyberbullying
"""SESAMA ANJING FOTO DULU YA KAN""",0.0,non_cyberbullying
"""potret seorjing memegang anjing kwkw""",0.0,non_cyberbullying
"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""",0.0,non_cyberbullying
"""WADUH MALAH LEBIH GANTENG ANJINGNYA. EH EH BAHKAN LU GA PANTES DISEBUT ANJING. ANJING KAN SETIA PANTESNYA SIH BABI HAHAHAHA""",0.0,non_cyberbullying
"""kalo lomba sama""an sm babi, babi nya nmr 2""",0.0,non_cyberbullying
"""Si anjing ketika berfoto dengan si anjing""",0.0,non_cyberbullying
"""Kak jessica yg nungguin+setia sm kk loh pas ad masalah kmrn. Tapi kk ga ngehargain malah lbh milih yg d sono""",0.0,non_cyberbullying
"""erikontolim manusia babi anak lonte""",0.0,non_cyberbullying
"""HARGAILAH HATI WANITA YANG UDH TULUS NEMENIN LO DARI 0!!!""",0.0,non_cyberbullying
"""Tapi bagus sih erick mutusin Jessica ya karna Erick kelakuan ny begituu coba liat Jessica""",0.0,non_cyberbullying
"""Anjing sekarang hebat ya, bisa pake kacamata""",0.0,non_cyberbullying
"""Sdh lh nasi udah jdi bubur ga bisa lagi dibentuk kek semulaaa""",0.0,non_cyberbullying
"""Kukira kehadiranmu akan menjadi sesuatu kebanggaan, ternyata tidak""",0.0,non_cyberbullying
"""Ada 3 Ajg Dan Yg Punya Tato Bener2 Ajg""",0.0,non_cyberbullying
"""dasar orang tua gada akhlak,ngajarin anaknya yang ga bener""",0.0,non_cyberbullying
"""Erik kenapa sih? Ada yang bisa jelasin gw ga update soalnya.. maap2""",0.0,non_cyberbullying
"""Eh jangan dekat dekat sama anjingnya ci Jessica gua lempar lu""",0.0,non_cyberbullying
"""guys dr pd comment2 mending unfoll sm unsubscribe aja yaa""",0.0,non_cyberbullying
"""Babi lagi main ma anjing :)""",0.0,non_cyberbullying
"""Dikasi BIDADARI MALAH PILIH BABI""",0.0,non_cyberbullying
"""Postingan pertama jg dihujat dong gila netijen""",0.0,non_cyberbullying
"""BARU KALI INI LIHAT ANJING SAMA BABI BAIKAN…""",0.0,non_cyberbullying
"""Dikasih bidadari malah milih setan""",0.0,non_cyberbullying
"""Padahal gw g mau benci ama lu bro, tpi ada aja tingkah lu yang melenceng:(""",0.0,non_cyberbullying
"""SIKAP MU LEBIH NAJIS DARIPADA LUDAH ANJING!""",0.0,non_cyberbullying
"""Njir meskipun udh lama nih poto di post tapi masih banyak yg komen baru2""",0.0,non_cyberbullying
"""kesini cmn mo liat komen aja""",0.0,non_cyberbullying
"""Buset hate comment ampe postingan paling bawah""",0.0,non_cyberbullying
"""Foto di upload nya 20 maret yang comment 1 jam 2 jam 3 jam yg lalu""",0.0,non_cyberbullying
"""Pantes banyak utang buat bayar lonte""",0.0,non_cyberbullying
"""2 3 tutup botol muka lu kek kontol wkwk""",0.0,non_cyberbullying
"""astaga masih pagi dibikin ngakak ama komenan netijen yg ngmng suka bener""",0.0,non_cyberbullying
"""Dah lah. Gw capek baca komen kalian""",0.0,non_cyberbullying
"""Keliatan bgt anjingnya ketakutan foto sama dakjal""",0.0,non_cyberbullying
"""Astaga ngehujat sampe postingan paling bawah""",0.0,non_cyberbullying
"""Lebih najis elu daripada anjing!""",0.0,non_cyberbullying
"""2 ekor anjing dan satu buaya makan jambut""",0.0,non_cyberbullying
"""Kalo disuruh melihara anjing/eric gw pilih anjing aja meski Najis tapi lebih najisan erick kontol""",0.0,non_cyberbullying
"""Ngapain si pada ngejudge? Mikir dulu lah dia putus juga sebelum kejadian itu tolol""",0.0,non_cyberbullying
"""Hargai wanitamu dia didekati banyak pria tetapi tetap memilihmu""",0.0,non_cyberbullying
"""Ternyata sipat anjing bukan hanya ada di anjing doang ya,di manusia sipat anjing juga ternyata ada""",0.0,non_cyberbullying
"""Potret ketika anjing poto dengan setan""",0.0,non_cyberbullying
"""BANTU BEDAINN WOYY MANA ANJING MANA BABI""",0.0,non_cyberbullying
"""Udaah woii udahh lu gak kasihan apa…. Aku capek ngelike komenan kalian""",0.0,non_cyberbullying
"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",0.0,non_cyberbullying
"""Kasian gue sama anjingnya dipegang dajjal""",0.0,non_cyberbullying
"""Kasian anjing nya di pegang babi""",0.0,non_cyberbullying
"""Lo itu kontol gak guna ajg anak dakjal""",0.0,non_cyberbullying
"""mukak lu lebih buruk daripada anjing lu""",0.0,non_cyberbullying
"""dikasi yang bening malah milih yang dakian""",0.0,non_cyberbullying
"""Mending masuk penjara lagi aja dah seumur hidup""",0.0,non_cyberbullying
"""Kok lbih lucu anjingnya ya ktimbang orangnya""",0.0,non_cyberbullying
